AreaID,Max EER,Min Elec,Min Gas,Min Emissions
1,77.7878787878788,3769.574612257454,2513.0497415049695,2447.803436336667
2,78.21212121212122,3210.5778056854547,2140.3852037903034,2009.5934908112122
3,76.18181818181816,2867.3921840072726,1911.5947893381817,2066.09926110303
4,78.3030303030303,3663.877390854545,2442.584927236364,2300.4052369342426
5,75.93939393939395,3133.1221128872726,2088.748075258182,2197.977790981818
6,78.06060606060603,2553.302220503818,1702.201480335879,2007.4976046642428
7,77.30303030303031,2748.965114794545,1832.6434098630305,2182.2124914454544
8,77.7878787878788,2693.5005776216367,1795.6670517477573,2157.619858097576
9,77.39393939393939,2451.0055552363638,1634.0037034909094,2006.397868942424
10,73.7878787878788,4530.140363781817,3020.093575854545,2930.097761227273
11,76.69696969696969,2763.840871690909,1842.5605811272728,2039.3424469545455
12,77.39393939393939,3249.3950961272726,2166.2633974181826,2250.7280017363637
13,79.0,2874.5162694272726,1916.3441796181821,1881.880306078788
14,77.51515151515152,4685.417899607272,3123.611933071516,2812.4336745415153
15,73.18181818181817,3397.844148174546,2265.2294321163636,2846.5831134424243
16,77.75757575757575,3365.18150983091,2243.4543398872734,2118.3797814060604
17,78.09090909090911,2553.858797044727,1702.5725313631513,1950.2956571366672
18,75.57575757575759,3684.866040969091,2456.5773606460607,2273.576410636364
19,79.66666666666669,2752.4427942738184,1834.9618628492126,1940.109337369091
20,75.84848484848484,3298.4246560800016,2198.94977072,2218.7042002621215
21,75.78787878787878,3140.636563652727,2093.7577091018184,2163.9926113545457
22,76.09090909090907,3677.7900984072735,2451.8600656048493,2692.289448103939
23,77.18181818181817,3825.0137325563637,2550.009155037576,2265.7908489303036
24,80.30303030303031,2526.1888494654545,1684.1258996436363,1985.2354530424245
25,75.78787878787877,4150.580918254545,2767.0539455030303,2597.3785826393937
26,73.90909090909089,2912.465181483636,1941.6434543224245,2415.045131542424
27,80.03030303030305,2144.879239461818,1429.9194929745452,1742.2272179645454
28,78.00000000000003,3784.389863963636,2522.9265759757577,2355.8890616212125
29,79.3030303030303,3590.568718643636,2393.712479095758,2309.013108390303
30,81.81818181818184,2285.9364465981816,1523.9576310654545,1642.008672596364
31,78.57575757575759,2903.1490250054544,1935.4326833369698,1993.1653122463638
32,80.27272727272727,2662.278363906982,1774.8522426046547,1775.840328801333
33,79.1212121212121,2793.6446462527274,1862.429764168485,1928.3698440848484
34,78.78787878787878,2782.0702230418183,1854.7134820278795,1820.3596729851522
35,76.3030303030303,2394.8567638363634,1596.5711758909094,1880.3935291757575
36,77.93939393939394,2499.9269634658176,1666.6179756438785,1928.7913915569702
37,77.12121212121211,4072.57670830909,2715.0511388727264,2464.5085021363643
38,76.8181818181818,3098.9998253863637,2065.9998835909096,2295.522569350485
39,76.72727272727272,3070.745709238182,2047.1638061587882,2156.289404439394
40,76.57575757575756,3110.65992388,2073.773282586667,2314.641499009091
41,74.24242424242424,3752.0614258545456,2501.37428390303,2435.0365111606066
42,78.57575757575755,3372.459032121817,2248.3060214145457,2319.3171061154544
43,78.96969696969695,2248.5905485818184,1499.060365721212,1857.6971980472724
44,76.36363636363636,2966.8820297265456,1977.92135315103,2294.8070824357574
45,77.27272727272728,4130.7731511,2753.8487674000007,2662.7275244878792
46,78.75757575757576,3134.342893503454,2089.5619290023033,1924.194124187879
47,74.93939393939395,3575.5326808181812,2383.6884538787886,2459.5995737181815
48,78.84848484848487,3076.4770590400003,2050.984706026667,2240.8707645000004
49,78.57575757575759,2237.1117063618185,1491.407804241212,1857.109483979697
50,78.00000000000003,4582.012751183637,3054.6751674557577,3001.2269407000003
51,78.8787878787879,2865.3576374945446,1910.2384249963632,2034.7434357087882
52,76.87878787878786,4359.159053678182,2906.1060357854544,2531.5167017363633
53,81.15151515151516,2746.0140781054547,1830.676052070303,2120.975687227273
54,78.00000000000003,3301.5797663109092,2201.053177540607,2171.598654821212
55,80.48484848484851,3359.6819506454544,2239.78796709697,2266.454363772727
56,76.57575757575759,3521.431855872727,2347.6212372484856,2330.558062630303
57,75.06060606060606,3200.7821195363626,2133.854746357576,2310.1643575939397
58,79.4848484848485,3000.4781782727277,2000.3187855151514,2059.35930059394
59,75.99999999999999,3274.9754366727266,2183.3169577818185,2229.8070182021206
60,81.57575757575759,3599.552091003637,2399.701394002425,2134.8771560136365
61,75.03030303030302,2927.2530143636363,1951.502009575758,2297.6056400818184
62,79.84848484848484,3431.440882964727,2287.627255309819,2269.595913792727
63,77.72727272727272,2769.312772582,1846.208515054667,2082.836265460303
64,78.18181818181817,2358.9925611054546,1572.6617074036367,1922.565236775758
65,77.54545454545455,2830.2299657490908,1886.8199771660609,2111.79565229394
66,78.0909090909091,2743.512841709091,1829.008561139394,2092.843866551515
67,76.09090909090911,2753.6527483079994,1835.7684988720002,2120.0032766172726
68,81.3939393939394,2384.280177702,1589.5201184680002,1730.9464454896968
69,77.0909090909091,3710.151038205636,2473.4340254704234,2425.397944488485
70,79.3939393939394,4053.5340218072733,2702.356014538182,2370.8115036278787
71,78.7272727272727,3345.5629265581815,2230.3752843721213,2095.3725775666667
72,76.15151515151513,3607.8804578363633,2405.253638557576,2446.544667257576
73,80.12121212121214,2438.482697773091,1625.6551318487275,1704.9297695175762
74,79.27272727272725,2901.734041056545,1934.4893607043634,2006.4717438021212
75,75.72727272727273,3311.137403738182,2207.4249358254547,2309.230033342424
76,77.36363636363637,3354.0868792127276,2236.057919475152,2331.0973459151514
77,80.93939393939392,2361.1929145818176,1574.1286097212126,1771.4240389293936
78,79.06060606060605,2370.793354290909,1580.5289028606062,1890.3711133606062
79,74.45454545454545,4072.974644374545,2715.3164295830306,2951.941460087879
80,79.39393939393939,3682.1251217636363,2454.7500811757573,2188.459553433333
81,78.84848484848484,2634.6663497945456,1756.4442331963635,1940.6947833442425
82,76.72727272727272,3714.7616282181816,2476.507752145455,2422.237982927273
83,76.4848484848485,2732.3089088036363,1821.539272535758,2152.1455791151516
84,78.15151515151516,3044.4536809181823,2029.635787278788,2057.1982436606063
85,76.03030303030302,3383.9001283636367,2255.9334189090914,2440.7660154666673
86,78.3939393939394,2370.9486264145453,1580.6324176096973,1967.1063543975754
87,81.63636363636363,2973.0090528563637,1982.0060352375756,1860.926184724849
88,77.03030303030303,2774.7868097799997,1849.8578731866671,2239.8274763696977
89,80.48484848484848,3362.642427357272,2241.761618238182,2085.6132688590915
90,77.63636363636363,3564.327235181819,2376.2181567878783,2250.176213312121
91,76.54545454545456,4187.868210447274,2791.9121402981823,2776.3816496030304
92,75.36363636363637,3225.2642542472727,2150.176169498182,2379.213275839394
93,77.84848484848483,4250.769155682,2833.846103788,2485.939230254243
94,76.87878787878788,2551.580841042182,1701.0538940281215,1998.8018906348486
95,79.57575757575758,2722.0847327490906,1814.7231551660602,1861.3075704454548
96,78.9090909090909,2306.94210768,1537.9614051200008,1829.3578987333342
97,81.00000000000001,2663.93879564,1775.9591970933336,1860.155609152121
98,77.60606060606061,2838.7296569290916,1892.4864379527273,2134.967294618182
99,73.60606060606061,3817.255975236364,2544.837316824242,2743.992013515151
100,74.84848484848483,3685.0377580436366,2456.6918386957577,2601.2469106818185
101,80.15151515151516,3061.9227372247274,2041.281824816485,1955.1225179418182
102,76.57575757575758,3208.9783836672727,2139.318922444849,2195.4104494303033
103,75.93939393939392,3496.7789602363637,2331.1859734909085,2408.985941951516
104,75.6060606060606,3306.0943776230897,2204.0629184153945,2296.507677030788
105,77.93939393939394,3836.952993514545,2557.9686623430293,2274.6017113700004
106,76.09090909090908,3422.0292965527265,2281.3528643684845,2467.5652510666673
107,79.42424242424241,2863.4476665309094,1908.965111020606,1934.8298612636363
108,81.09090909090911,2745.614524587273,1830.409683058182,1853.6928334272725
109,78.24242424242422,4299.322454378182,2866.2149695854555,2528.1932915760613
110,75.45454545454545,3488.1236493854553,2325.4157662569696,2714.08623969394
111,77.33333333333334,3970.6081723992725,2647.072114932849,2562.6769375793942
112,75.72727272727272,3588.690906107273,2392.4606040715157,2271.4594459212126
113,75.75757575757578,3192.3902058545455,2128.260137236364,2373.6143132666666
114,79.03030303030303,3406.716927218182,2271.144618145455,2343.4974655518186
115,77.84848484848484,2774.155826622001,1849.4372177480002,2261.7864282806063
116,81.54545454545455,2586.8896834509083,1724.5931223006066,1892.2939945
117,79.72727272727273,3420.850708794546,2280.567139196364,2235.7804247554545
118,77.87878787878788,3533.596260327273,2355.7308402181825,2223.190948679091
119,77.78787878787878,3272.4630403927267,2181.642026928485,2243.5822222242427
120,77.3939393939394,2964.7309583636365,1976.4873055757578,2105.7292376242426
121,80.33333333333334,2186.179545003455,1457.453030002303,1804.411039817273
122,79.33333333333333,3392.748230952728,2261.8321539684857,2139.715425610303
123,73.6060606060606,4122.438345236364,2748.292230157576,2539.694235678788
124,80.45454545454547,3166.2246260683637,2110.816417378909,2047.3582329903031
125,79.54545454545456,2398.048423514546,1598.6989490096973,1886.2388293333338
126,76.42424242424242,3966.4337871854545,2644.28919145697,2378.4704943069696
127,81.39393939393939,2346.282476212727,1564.1883174751515,1657.2439668333334
128,74.69696969696972,3041.789212963636,2027.8594753090913,2296.300451018182
129,76.51515151515152,2844.596689983637,1896.3977933224246,2171.2595808672727
130,79.15151515151516,2503.2109391672,1668.8072927781336,2011.540982849334
131,76.72727272727272,3673.998286423636,2449.332190949091,2441.8227703999996
132,80.69696969696972,3076.9128374036363,2051.275224935758,2037.2609788696968
133,79.5151515151515,3130.827244494545,2087.218162996364,2188.7016539003025
134,77.2727272727273,2997.761358654473,1998.5075724363146,2170.4928881735755
135,77.21212121212122,3063.409329576364,2042.2728863842426,2422.1786102
136,75.48484848484847,3243.33291474,2162.2219431600006,2434.9398422978784
137,76.39393939393938,2711.1127103745457,1807.4084735830304,1989.7229740151517
138,78.54545454545455,3211.0841893127267,2140.7227928751518,2168.549762440303
139,77.15151515151513,2451.500809836364,1634.3338732242423,1898.8610123030303
140,79.2727272727273,2781.1176950149816,1854.0784633433218,1821.7709556449693
141,77.7878787878788,3631.7366028000006,2421.1577352000004,2110.3301559245456
142,80.51515151515152,2394.3217076401816,1596.2144717601211,1851.4212355327272
143,75.48484848484848,2483.4918204363644,1655.6612136242425,2070.785664290909
144,79.48484848484848,2883.1203008727275,1922.0802005818182,2044.3183709303025
145,83.0909090909091,2111.5835607472727,1407.7223738315156,1647.74269077
146,75.36363636363636,3280.510145594545,2187.006763729697,2564.4739987818184
147,76.42424242424245,2970.8127602781824,1980.5418401854545,2270.482919610909
148,75.69696969696969,3155.474276247273,2103.6495174981824,2007.1181045424244
149,73.66666666666667,3512.0400738909093,2341.3600492606065,2667.69697890303
150,78.75757575757576,2928.3911658881816,1952.2607772587887,2175.9685701332123
151,78.93939393939397,2783.606092730909,1855.7373951539396,1976.7434310821213
152,75.57575757575756,4000.3821802745447,2666.9214535163633,2629.3284281030305
153,77.06060606060606,2323.3796092454545,1548.91973949697,1913.096411163636
154,77.84848484848487,3370.5920709912734,2247.061380660849,2325.7488201660603
155,78.99999999999997,2541.3331637,1694.2221091333338,2012.5815793639401
156,74.60606060606058,3644.3510612090913,2429.567374139395,2565.3464172778786
157,78.33333333333336,3098.9299143181806,2065.9532762121207,2214.100296718182
158,78.84848484848486,2583.0628500163625,1722.0419000109093,1985.5600147545456
159,75.06060606060605,4848.179517347636,3232.119678231758,2949.553859740909
160,79.33333333333333,2541.4155464734554,1694.2770309823036,2051.2886670727275
161,76.63636363636365,3098.482136618182,2065.654757745455,2204.19895379394
162,74.81818181818181,3239.3482118163647,2159.565474544243,2475.584962924243
163,80.24242424242424,4024.7480653981092,2683.165376932073,2297.484000328121
164,77.39393939393939,3149.7925021694546,2099.8616681129697,2173.3735514621208
165,77.7878787878788,2857.101609209091,1904.7344061393947,1994.2897199969698
166,77.75757575757578,2731.407625618182,1820.9384170787885,1908.8138794424249
167,76.2121212121212,3486.3347207709094,2324.2231471806062,2555.9113002854547
168,77.0909090909091,2679.9744131363636,1786.6496087575756,2080.9030322939393
169,72.84848484848484,3026.7135934981825,2017.8090623321218,2456.570519418182
170,79.93939393939392,3722.709780643637,2481.8065204290915,2330.2200036136364
171,75.99999999999999,4579.711791769455,3053.1411945129694,2538.3355928766664
172,80.0909090909091,2455.4165805818184,1636.9443870545458,1995.9531635703029
173,79.63636363636363,3282.4496444181827,2188.2997629454544,2194.26405139697
174,75.48484848484848,4724.331284696728,3149.5541897978187,2821.309499483334
175,78.6969696969697,3023.920475025636,2015.9469833504245,2092.044291603637
176,78.21212121212122,3073.512655434545,2049.0084369563633,2379.387165254546
177,72.18181818181816,5115.749342672728,3410.499561781819,3303.7725583636366
178,80.51515151515154,4097.39233402,2731.594889346667,2185.525399318182
179,77.99999999999999,2649.8914972800007,1766.5943315200002,1926.0108383060608
180,78.96969696969697,2587.5709906185457,1725.04732707903,2090.6717157742423
181,78.99999999999999,2452.2060771999995,1634.8040514666664,1903.1129300515151
182,76.96969696969697,3094.521140350909,2063.014093567273,2349.7103433666666
183,79.57575757575759,2117.692074732727,1411.7947164884852,1747.282664233333
184,78.12121212121212,2788.7438129509096,1859.1625419672728,2023.5554639127279
185,71.69696969696969,3319.048776818182,2212.6991845454545,2636.194607675758
186,79.09090909090907,3264.1983804818183,2176.132253654546,2219.125504060606
187,80.99999999999999,2693.2366084652735,1795.491072310182,1874.0252889506057
188,77.03030303030305,3775.1059421909085,2516.7372947939393,2438.4521293363637
189,78.42424242424241,3040.858173118181,2027.2387820787885,2017.0736195909092
190,77.7878787878788,3683.957087934545,2455.971391956364,2400.1368760515147
191,79.96969696969697,2539.723628269818,1693.149085513212,1903.849162168182
192,78.4848484848485,2931.773962805454,1954.515975203637,1978.922629745454
193,74.0909090909091,3141.209806490909,2094.1398709939394,2321.7777586909096
194,78.3030303030303,2504.8447817090914,1669.8965211393947,2033.8901288666666
195,79.96969696969695,2389.409638776363,1592.9397591842426,1805.4008047269695
196,73.93939393939394,3448.267766752727,2298.845177835151,2626.848622927273
197,75.03030303030303,3671.530528236364,2447.687018824243,2320.5451314484853
198,79.27272727272727,2500.217386227273,1666.8115908181826,1856.6201170818183
199,80.48484848484848,2740.6702106127273,1827.1134737418183,2186.2049881581815
200,78.42424242424244,2874.7917185381816,1916.5278123587877,2185.5219450666673
201,75.72727272727275,3076.0931749513447,2050.7287833008972,2202.615553253455
202,79.51515151515153,3379.2666278192723,2252.8444185461817,2014.8790528609093
203,77.96969696969697,3603.9348007163635,2402.623200477576,2625.395491369698
204,75.81818181818184,3363.533332727273,2242.355555151515,2234.0632912424244
205,79.48484848484847,2244.6143631872733,1496.409575458182,1744.8843136696971
206,77.0,2714.99561994,1809.9970799599998,2186.528691109092
207,79.63636363636364,3583.291451178546,2388.8609674523636,2208.199080198485
208,74.27272727272727,3728.2878575727277,2485.5252383818183,2907.536693772424
209,79.15151515151514,2759.0792474618183,1839.3861649745454,1961.2728027757576
210,78.42424242424241,3178.0776445672723,2118.718429711516,2307.498770211212
211,78.57575757575759,2291.778146548364,1527.8520976989093,1897.525795803031
212,77.7272727272727,3128.7946372127276,2085.863091475152,2162.5389803030303
213,78.66666666666666,3827.123302549527,2551.4155350330184,2584.5239954534554
214,77.6969696969697,3420.0082064163644,2280.0054709442425,2585.910158721212
215,79.12121212121215,3775.957055380908,2517.3047035872737,2299.6384990054553
216,79.24242424242422,3164.4858755454557,2109.657250363636,2295.866252255454
217,79.75757575757576,2819.292232501092,1879.5281550007276,1862.8660863175762
218,78.84848484848487,2397.9015253836365,1598.6010169224242,1779.496516351515
219,77.54545454545456,2765.2499890021813,1843.4999926681212,2031.1291309287874
220,75.4848484848485,2600.2594151472726,1733.5062767648487,2071.7136517090908
221,77.9090909090909,3093.1002402036374,2062.066826802424,2400.277226412727
222,81.57575757575759,2621.59619545091,1747.7307969672727,1753.7905955006063
223,74.8181818181818,3367.9557531763644,2245.303835450909,2639.4172978272723
224,75.60606060606061,2683.6443871836373,1789.0962581224248,2189.7609824854544
225,77.3030303030303,3611.334956272728,2407.5566375151516,2448.293559827273
226,77.57575757575759,3402.7500345000003,2268.5000230000005,2174.806413469697
227,78.33333333333334,4103.207273265454,2735.4715155103027,2295.546781660606
228,79.60606060606061,2902.0951427481828,1934.7300951654552,2320.8384413929093
229,77.48484848484848,3927.4573743727274,2618.304916248485,2344.419973445454
230,74.66666666666669,3056.007602145455,2037.338401430303,2391.601086957576
231,74.81818181818183,4068.929777723636,2712.619851815758,3093.9312434060603
232,75.03030303030303,3160.446145247272,2106.9640968315152,2330.0336733545455
233,76.969696969697,2434.481113958182,1622.9874093054548,1972.982812338182
234,79.7878787878788,2624.5147308690907,1749.6764872460608,1899.8119109818176
235,84.12121212121211,2178.092746878364,1452.0618312522427,1670.8783590757573
236,74.66666666666664,4268.90444269629,2845.936295130861,2603.138319185697
237,80.93939393939394,3036.4706331400007,2024.3137554266668,2071.87949794
238,75.7878787878788,4641.576679405382,3094.3844529369217,2531.206555661454
239,80.66666666666666,2084.0042801362906,1389.3361867575272,1701.8115928526668
240,77.96969696969698,3423.0398342200006,2282.0265561466667,2465.0340070787884
241,76.12121212121211,2737.7289097443636,1825.1526064962425,2110.8171297293943
242,78.75757575757572,3120.5518326363645,2080.3678884242427,2114.936609933333
243,76.27272727272727,2779.773090638182,1853.1820604254551,2248.556588190909
244,79.27272727272727,3113.1293898545455,2075.4195932363637,2263.2372238269704
245,77.24242424242424,5193.857511765454,3462.5716745103036,2703.2565092757577
246,77.30303030303028,2830.518078507272,1887.012052338182,2171.244850803031
247,77.36363636363637,3482.232585261818,2321.488390174545,2298.7313996372723
248,75.54545454545456,3464.783657066727,2309.855771377818,2361.168557933818
249,80.48484848484848,2718.0132505836364,1812.0088337224242,1909.2581984233334
250,79.45454545454545,2730.660308234546,1820.4402054896973,1896.5935707481822
251,78.72727272727275,3416.4228283527273,2277.615218901818,2329.954737568788
252,80.0909090909091,3266.6415431027267,2177.761028735153,2243.356998498061
253,78.33333333333336,3826.582124132728,2551.054749421819,2454.750579527273
254,77.78787878787878,2865.7374446236363,1910.4916297490915,2010.6339200090908
255,78.63636363636364,3803.552157756364,2535.701438504243,2379.579956260303
256,79.39393939393942,3345.633659789092,2230.4224398593938,2135.5971935875755
257,82.03030303030302,1951.0442338381822,1300.696155892121,1542.8267359872725
258,81.24242424242425,3195.9607284236363,2130.6404856157574,2036.477344621212
259,78.6060606060606,3385.3641657574535,2256.909443838303,2205.7640059457576
260,75.57575757575759,3179.9189393752,2119.945959583468,2374.9161116696364
261,79.06060606060606,3005.1251001238184,2003.4167334158788,1951.2187224745453
262,78.27272727272727,2936.7085351418186,1957.8056900945455,2187.6370301190905
263,80.12121212121212,2226.8094222218183,1484.5396148145455,1730.5059822939393
264,76.60606060606061,3226.650487665455,2151.100325110303,2269.10496180303
265,78.18181818181819,3353.5016502272733,2235.6677668181824,2183.9180754090908
266,78.3939393939394,4175.805928996364,2783.870619330909,2349.2562701887873
267,76.96969696969695,2579.704162836363,1719.8027752242424,2114.904872851515
268,79.69696969696969,4412.070208194364,2941.380138796243,2647.1246899475755
269,77.66666666666666,3776.510876227274,2517.6739174848485,2608.3935264651523
270,75.18181818181819,3492.779584985455,2328.5197233236363,2353.9741326424246
271,77.36363636363636,3803.581694739927,2535.721129826619,2487.7340925614553
272,73.78787878787878,2832.8196250090905,1888.5464166727272,2261.9715137181825
273,76.81818181818181,2807.549905309091,1871.6999368727274,2192.7861619121213
274,78.06060606060605,3383.050405083636,2255.3669367224247,2243.7495220969695
275,77.3030303030303,3600.709179901818,2400.472786601212,2512.3019200363638
276,78.03030303030303,3615.6039273618185,2410.4026182412117,2343.3554424030303
277,76.93939393939392,2712.360308727273,1808.240205818182,2025.7960219545453
278,78.90909090909089,3659.1320283730915,2439.421352248727,2276.409575559091
279,79.90909090909092,2675.3425210419996,1783.5616806946664,1926.2903076139396
280,76.6969696969697,2746.2671128909096,1830.844741927273,2107.9125528727272
281,79.42424242424244,4319.099191925453,2879.399461283637,2419.7301657363637
282,76.42424242424242,2763.995209705455,1842.6634731369702,2173.3709508727275
